edge_config,mode,node_type,cluster_id,year_min,year_max,year_range,year_mean,year_median,n_nodes_with_year,cluster_size
0.8,monotonic,implementation_mechanism,2,2011,2023,12,2021.0,2022.0,214,215
0.8,monotonic,implementation_mechanism,16,2013,2023,10,2020.25,2021.0,52,52
0.8,monotonic,implementation_mechanism,13,2006,2023,17,2021.2037037037037,2022.0,54,56
0.8,monotonic,implementation_mechanism,0,2002,2023,21,2019.3509316770187,2020.0,322,322
0.8,monotonic,implementation_mechanism,1,2013,2023,10,2021.2543859649122,2022.0,114,116
0.8,monotonic,implementation_mechanism,14,2011,2023,12,2021.4943820224719,2022.0,89,89
0.8,monotonic,implementation_mechanism,26,2012,2023,11,2018.2666666666667,2018.0,15,15
0.8,monotonic,implementation_mechanism,25,2006,2023,17,2021.3478260869565,2022.0,46,46
0.8,monotonic,implementation_mechanism,22,2018,2023,5,2021.7922077922078,2022.0,77,77
0.8,monotonic,implementation_mechanism,34,2007,2023,16,2020.1081081081081,2021.0,74,74
0.8,monotonic,implementation_mechanism,11,2010,2023,13,2020.064039408867,2022.0,203,203
0.8,monotonic,implementation_mechanism,10,2012,2023,11,2020.272,2020.0,125,125
0.8,monotonic,implementation_mechanism,27,2022,2023,1,2022.75,2023.0,32,33
0.8,monotonic,implementation_mechanism,6,2013,2023,10,2021.9649122807018,2023.0,114,115
0.8,monotonic,implementation_mechanism,28,2003,2023,20,2020.2307692307693,2022.0,52,52
0.8,monotonic,implementation_mechanism,35,2008,2023,15,2019.5333333333333,2021.0,75,75
0.8,monotonic,implementation_mechanism,7,2011,2023,12,2020.3541666666667,2021.0,48,49
0.8,monotonic,implementation_mechanism,21,2019,2023,4,2022.1052631578948,2022.0,19,19
0.8,monotonic,implementation_mechanism,15,2013,2023,10,2021.2615384615385,2022.0,130,133
0.8,monotonic,implementation_mechanism,20,2014,2023,9,2021.6271186440679,2022.0,59,65
0.8,monotonic,implementation_mechanism,9,2010,2023,13,2019.0530973451328,2020.0,113,115
0.8,monotonic,implementation_mechanism,31,2013,2023,10,2019.090909090909,2020.0,11,11
0.8,monotonic,implementation_mechanism,36,2012,2023,11,2020.6829268292684,2021.0,41,41
0.8,monotonic,implementation_mechanism,5,2008,2023,15,2019.22,2020.0,50,50
0.8,monotonic,implementation_mechanism,39,2022,2023,1,2022.7,2023.0,10,10
0.8,monotonic,implementation_mechanism,24,2011,2023,12,2019.15,2019.5,40,40
0.8,monotonic,implementation_mechanism,29,2013,2023,10,2020.6666666666667,2021.0,21,21
0.8,monotonic,implementation_mechanism,33,2008,2023,15,2019.0555555555557,2020.0,54,54
0.8,monotonic,validation_evidence,30,2003,2023,20,2019.7698744769875,2020.0,239,239
0.8,monotonic,validation_evidence,8,2006,2023,17,2019.0817610062893,2019.0,159,159
0.8,monotonic,validation_evidence,5,2006,2023,17,2019.0545454545454,2020.0,110,110
0.8,monotonic,validation_evidence,12,2003,2023,20,2021.2686567164178,2022.0,134,135
0.8,monotonic,validation_evidence,35,2016,2023,7,2021.6140350877192,2022.0,57,57
0.8,monotonic,validation_evidence,33,2005,2023,18,2020.4814814814815,2022.0,108,110
0.8,monotonic,validation_evidence,25,2019,2023,4,2021.2962962962963,2021.0,27,27
0.8,monotonic,validation_evidence,0,2010,2023,13,2020.0797101449275,2020.0,138,138
0.8,monotonic,validation_evidence,16,2019,2023,4,2022.0459770114942,2022.0,87,87
0.8,monotonic,validation_evidence,13,2012,2023,11,2020.2054794520548,2021.0,73,74
0.8,monotonic,validation_evidence,14,2009,2023,14,2019.7149321266968,2021.0,221,221
0.8,monotonic,validation_evidence,23,2013,2023,10,2020.5267857142858,2021.0,112,114
0.8,monotonic,validation_evidence,4,2010,2023,13,2019.4084507042253,2020.0,284,284
0.8,monotonic,validation_evidence,15,2012,2023,11,2019.9195402298851,2021.0,87,87
0.8,monotonic,validation_evidence,27,2020,2022,2,2021.0,2021.0,3,3
0.8,monotonic,validation_evidence,21,2016,2023,7,2020.2333333333333,2020.5,30,30
0.8,monotonic,validation_evidence,2,2010,2023,13,2018.0344827586207,2018.5,58,58
0.8,monotonic,validation_evidence,32,2006,2023,17,2018.7380952380952,2020.0,42,42
0.8,monotonic,validation_evidence,3,2014,2023,9,2021.4255319148936,2022.0,94,98
0.8,monotonic,validation_evidence,11,2011,2023,12,2020.560606060606,2021.0,66,66
0.8,monotonic,validation_evidence,9,2010,2023,13,2021.8859649122808,2023.0,114,114
0.8,monotonic,validation_evidence,37,2013,2023,10,2021.030303030303,2022.0,66,66
0.8,monotonic,validation_evidence,22,2003,2023,20,2021.3188405797102,2023.0,69,69
0.8,monotonic,validation_evidence,20,2009,2023,14,2021.0,2022.0,78,79
0.8,monotonic,validation_evidence,26,2016,2023,7,2020.904761904762,2022.0,21,21
0.8,monotonic,validation_evidence,7,2013,2023,10,2019.7058823529412,2021.0,51,51
0.8,monotonic,validation_evidence,6,2012,2023,11,2020.2555555555555,2021.0,90,90
0.8,monotonic,validation_evidence,28,2019,2023,4,2022.1,2023.0,50,50
0.8,monotonic,validation_evidence,1,2013,2023,10,2020.04,2020.0,125,125
0.8,monotonic,validation_evidence,38,2016,2022,6,2018.2142857142858,2017.0,14,14
0.8,monotonic,validation_evidence,10,2002,2023,21,2018.1573033707866,2019.0,89,90
0.8,monotonic,validation_evidence,18,2019,2023,4,2021.25,2021.0,36,36
0.8,monotonic,validation_evidence,19,2018,2023,5,2022.0416666666667,2022.0,24,24
0.8,monotonic,validation_evidence,31,2020,2023,3,2022.5555555555557,2023.0,27,27
0.8,monotonic,validation_evidence,36,2018,2022,4,2020.8636363636363,2021.0,22,23
0.8,monotonic,validation_evidence,34,2013,2023,10,2019.4615384615386,2020.0,13,13
0.8,monotonic,validation_evidence,29,2008,2023,15,2018.15,2018.0,20,20
0.8,monotonic,validation_evidence,24,2021,2023,2,2022.0625,2022.0,16,16
0.8,monotonic,validation_evidence,17,2020,2022,2,2020.5,2020.0,4,4
0.8,monotonic,validation_evidence,39,2022,2022,0,2022.0,2022.0,7,7
0.8,both,risk,37,2002,2023,21,2018.1904761904761,2019.0,63,63
0.8,both,risk,6,2010,2023,13,2018.2428571428572,2019.0,70,70
0.8,both,risk,7,2012,2023,11,2020.1042944785277,2020.0,163,163
0.8,both,risk,25,2008,2023,15,2019.9,2021.0,100,100
0.8,both,risk,22,2013,2023,10,2020.5190839694656,2021.0,131,131
0.8,both,risk,23,2006,2023,17,2020.4634146341464,2021.0,164,164
0.8,both,risk,1,2006,2023,17,2019.6171617161717,2020.0,303,303
0.8,both,risk,36,2014,2023,9,2019.4916666666666,2019.0,120,120
0.8,both,risk,17,2010,2023,13,2020.7164179104477,2021.0,67,67
0.8,both,risk,21,2008,2023,15,2020.167330677291,2022.0,251,253
0.8,both,risk,18,2015,2023,8,2021.1030927835052,2022.0,97,102
0.8,both,risk,4,2011,2023,12,2020.1596638655462,2021.0,119,120
0.8,both,risk,26,2013,2023,10,2019.8194444444443,2022.0,72,72
0.8,both,risk,0,2012,2023,11,2019.8062015503876,2020.0,258,258
0.8,both,risk,5,2011,2023,12,2021.2415094339622,2022.0,265,266
0.8,both,risk,10,2003,2023,20,2019.1,2020.0,160,160
0.8,both,risk,8,2008,2023,15,2020.595238095238,2023.0,42,42
0.8,both,risk,28,2017,2023,6,2020.9411764705883,2022.0,51,51
0.8,both,risk,20,2009,2023,14,2020.9850746268658,2022.0,67,67
0.8,both,risk,29,2006,2023,17,2021.0114942528735,2022.0,87,87
0.8,both,risk,3,1994,2023,29,2018.4,2020.0,110,110
0.8,both,risk,32,2009,2023,14,2019.2,2020.0,40,41
0.8,both,risk,13,2017,2023,6,2021.6923076923076,2022.0,65,65
0.8,both,risk,2,2012,2023,11,2022.2020725388602,2022.0,193,193
0.8,both,risk,16,2015,2023,8,2021.6576576576576,2022.0,111,113
0.8,both,risk,14,2012,2023,11,2020.936170212766,2022.0,141,142
0.8,both,risk,12,2008,2023,15,2021.0470588235294,2022.0,85,85
0.8,both,risk,34,2015,2023,8,2021.1923076923076,2022.0,78,78
0.8,both,risk,15,2003,2023,20,2019.4333333333334,2021.0,90,90
0.8,both,risk,11,2008,2023,15,2020.9718309859154,2022.0,71,71
0.8,both,risk,19,2013,2023,10,2020.4883720930231,2022.0,43,43
0.8,both,risk,24,2015,2023,8,2021.3513513513512,2022.0,111,113
0.8,both,risk,27,2014,2023,9,2020.1311475409836,2021.0,61,61
0.8,both,risk,33,2014,2023,9,2021.0,2022.0,28,28
0.8,both,risk,9,2014,2023,9,2021.090909090909,2021.5,66,67
0.8,both,risk,38,2018,2023,5,2021.7590361445782,2022.0,83,83
0.8,both,risk,31,2014,2023,9,2020.764705882353,2021.0,34,34
0.8,both,risk,39,2018,2023,5,2021.8,2022.0,15,15
0.8,both,risk,35,2018,2023,5,2021.388888888889,2021.5,18,18
0.8,both,risk,30,2016,2023,7,2021.6666666666667,2023.0,6,6
0.8,both,intervention,1,2006,2023,17,2019.5812807881773,2020.0,406,406
0.8,both,intervention,5,2003,2023,20,2019.0445859872611,2020.0,157,157
0.8,both,intervention,10,2006,2023,17,2020.852380952381,2022.0,420,420
0.8,both,intervention,20,2006,2023,17,2020.8829787234042,2022.0,188,189
0.8,both,intervention,36,2008,2023,15,2019.6712328767123,2020.0,73,73
0.8,both,intervention,12,2014,2023,9,2020.4228187919464,2021.0,149,150
0.8,both,intervention,7,2012,2023,11,2019.8646153846155,2020.0,325,325
0.8,both,intervention,15,2010,2023,13,2020.7894736842106,2022.0,76,76
0.8,both,intervention,30,2018,2023,5,2022.2307692307693,2022.5,26,26
0.8,both,intervention,26,1994,2022,28,2018.0725806451612,2019.0,124,124
0.8,both,intervention,29,2018,2022,4,2020.2692307692307,2020.0,26,26
0.8,both,intervention,9,2003,2023,20,2021.4193548387098,2022.0,217,220
0.8,both,intervention,25,2010,2023,13,2017.3023255813953,2016.0,86,87
0.8,both,intervention,21,2010,2023,13,2020.4036697247707,2021.0,109,109
0.8,both,intervention,33,2008,2023,15,2020.301886792453,2022.0,159,160
0.8,both,intervention,22,2008,2023,15,2020.8076923076924,2022.0,26,26
0.8,both,intervention,13,2008,2023,15,2020.872131147541,2022.0,305,308
0.8,both,intervention,16,2012,2023,11,2018.7169811320755,2019.0,53,53
0.8,both,intervention,18,2013,2023,10,2020.7058823529412,2021.0,34,34
0.8,both,intervention,2,2005,2023,18,2019.857142857143,2021.0,175,175
0.8,both,intervention,0,2009,2023,14,2020.678936605317,2022.0,489,490
0.8,both,intervention,17,2010,2023,13,2020.0701754385964,2020.0,57,57
0.8,both,intervention,4,2013,2023,10,2021.5661764705883,2022.0,136,142
0.8,both,intervention,39,2013,2023,10,2020.75,2021.0,104,104
0.8,both,intervention,3,2003,2023,20,2020.2916666666667,2022.0,216,217
0.8,both,intervention,14,2014,2023,9,2021.7687861271677,2023.0,173,175
0.8,both,intervention,24,2013,2023,10,2018.52,2018.0,25,26
0.8,both,intervention,38,2014,2022,8,2020.2857142857142,2022.0,7,7
0.8,both,intervention,31,2015,2023,8,2021.878787878788,2022.0,33,34
0.8,both,intervention,19,2015,2023,8,2020.6666666666667,2021.0,30,30
0.8,both,intervention,8,2013,2023,10,2020.9846153846154,2022.0,65,65
0.8,both,intervention,32,2011,2022,11,2015.3714285714286,2015.0,35,35
0.8,both,intervention,27,2009,2023,14,2020.825,2022.0,40,40
0.8,both,intervention,34,2018,2023,5,2021.25,2022.0,16,16
0.8,both,intervention,6,2012,2023,11,2020.2826086956522,2021.0,46,46
0.8,both,intervention,28,2008,2023,15,2018.6944444444443,2019.0,36,36
0.8,both,intervention,35,2018,2023,5,2022.095238095238,2022.5,42,42
0.8,both,intervention,37,2021,2023,2,2022.7894736842106,2023.0,19,19
0.8,both,intervention,11,2016,2023,7,2020.6666666666667,2020.5,24,24
0.8,both,intervention,23,2013,2023,10,2019.0,2021.0,7,7
0.8,both,all_concepts,2,2002,2023,21,2019.5537104307214,2020.0,1927,1928
0.8,both,all_concepts,22,2002,2023,21,2017.464491362764,2018.0,521,521
0.8,both,all_concepts,1,2003,2023,20,2018.6743869209809,2019.0,734,738
0.8,both,all_concepts,8,2007,2023,16,2020.4631147540983,2021.5,732,734
0.8,both,all_concepts,31,1998,2023,25,2020.6530054644809,2022.0,732,733
0.8,both,all_concepts,4,2003,2023,20,2020.5919117647059,2021.0,1088,1088
0.8,both,all_concepts,25,2007,2023,16,2019.119496855346,2020.0,159,159
